"table","row","variable","n_low","n_high","mean_low","mean_high","sd_low","sd_high","difference","t","p","cluster_se","cluster_p"
2,4,"totland",537,415,3.15076350181726,3.03144577904099,4.53342730058401,6.09999577382881,0.119317722776266,0.346167852109875,0.729293223132957,0.596465304742912,0.841909800341582
2,5,"pricland",537,396,88122.0670391062,83630.3106060607,103417.793268676,59019.0007752447,4491.75643304555,0.776059592232911,0.437910899566151,12265.8082308553,0.715103796617682
2,6,"cropincacre",312,188,2813.13540496582,1602.14457966419,3012.07387825884,2093.15709997166,1210.99082530163,4.85091415056314,1.64604979137191e-06,434.42299749279,0.00663144697650582
2,7,"tyields",520,405,1087.27568932313,446.889442847099,1703.65980401656,780.936042705123,640.386246476033,7.0119703291013,4.53802064887412e-12,189.389240419377,0.00107775344760986
2,8,"cropvariety",520,405,3.96730769230769,3.25432098765432,1.74835140115082,1.30384516850912,0.712986704653372,6.8551518364785,1.30216183095367e-11,0.182453846752512,0.000182547465600997
2,9,"landirr",514,366,84.6420233463035,78.3114754098361,26.8822474627148,33.6147591444256,6.33054793646744,3.09917119959033,0.00200246750473381,5.5854131980965,0.26015695037042
2,10,"tubewell",705,592,0.458156028368794,0.39864864864865,0.498599747869085,0.490034217733596,0.059507379720144,2.15777601861806,0.0311286490058439,0.0723807005766397,0.41319194389692
2,11,"buywater",520,405,0.746153846153846,0.669135802469136,0.435629696586215,0.471106233239584,0.0770180436847103,2.57390214377636,0.0102108487195243,0.0639630173896194,0.231778648943924
2,12,"ownpump",520,405,0.236538461538462,0.130864197530864,0.425365691544238,0.337668907241962,0.105674264007597,4.09459516811055,4.5998585538784e-05,0.0411105943650775,0.0118362834199588
2,13,"tenant",312,188,0.342948717948718,0.430851063829787,0.475457089869352,0.496517626172996,-0.0879023458810692,-1.96924390876,0.0494790184413309,0.063647339201553,0.171098798046469
2,14,"landlord",312,188,0.0673076923076923,0.0851063829787234,0.250956616467863,0.279785038496569,-0.0177986906710312,-0.735365509070145,0.462463094305416,0.0238856075856072,0.458356352300375
2,15,"bfrelsc",398,334,0.366834170854271,0.236526946107784,0.48254732101195,0.425586933552319,0.130307224746487,3.83874432819156,0.000134387972265152,0.0481698954678937,0.00819692492652261
2,16,"bfhcast",398,334,0.206030150753769,0.437125748502994,0.404961445557958,0.496775309233009,-0.231095597749225,-6.93318555787022,9.06443256191974e-12,0.0511350225604354,1.92238353214474e-05
6,1,"popallcrop",42,48,915.185733250209,883.842473069827,803.174941702144,825.672631238244,31.3432601803825,0.181956586371385,0.856035282266245,171.922495858273,0.855753752570885
6,2,"popallland",42,48,436.386000224522,468.578818509976,414.414641915278,436.540867734541,-32.1928182854539,-0.357347982502024,0.721686893220195,89.7674896143457,0.720725342156968
6,3,"popall",42,48,236.880952380952,208.145833333333,140.105744451607,127.226551086707,28.7351190476191,1.01962413196448,0.310701761244938,28.3604110949628,0.313705372522937
6,4,"buypop",42,48,0.75211093415107,0.703903522652884,0.224085072536189,0.273047683722757,0.0482074114981861,0.907464973810619,0.366639289097536,0.0524315711598621,0.360353452570557
6,5,"abuycrop",42,48,0.217992869904265,0.214648967026733,0.15330492501934,0.245269072315248,0.00334390287753195,0.0762506629064263,0.939392765127494,0.0425878137024005,0.93759241025131
6,6,"abuyland",42,48,0.455869099746148,0.621178437121368,0.332607706435118,1.89915420293149,-0.16530933737522,-0.556313796897206,0.579408247742748,0.279066023649341,0.555107269976629
6,7,"sellpop",42,48,0.116414012653487,0.0966614076557259,0.113753711201919,0.108069143298274,0.0197526049977612,0.84409085257866,0.400907448348185,0.0234787079145803,0.402435438832744
6,8,"asellcrop",42,48,0.0314407708744208,0.0218791983982859,0.0390883507879045,0.0285923727748951,0.00956157247613495,1.33533102746525,0.185211893586694,0.00730584928452259,0.193986500312416
6,9,"asellland",42,48,0.0627388357672663,0.047580010771829,0.065267070041831,0.0666295307444044,0.0151588249954373,1.08706908464,0.27997485667072,0.0139240718220317,0.279235312835824
6,10,"pumppop",42,48,0.180447314023262,0.145887742284685,0.140450413576945,0.107067327784168,0.0345595717385766,1.32178168077857,0.189666709372147,0.026609624723507,0.197380530084491
6,11,"aowncrop",42,48,0.0578815298753657,0.042748936781815,0.056053477107971,0.0350621694465867,0.0151325930935508,1.55532533679226,0.123457851562744,0.0100167786417182,0.134401120342199
6,12,"aownland",42,48,0.113521770596327,0.0868092802799462,0.08650445690632,0.0803690950179423,0.0267124903163806,1.5180199894533,0.132593872688543,0.0176815036006118,0.134392346777023
6,13,"poplowcrop",42,48,886.022537231445,433.454355875651,784.754582457436,571.767144267132,452.568181355794,3.15288756823711,0.00221125683647506,146.490638324934,0.00267606128129664
6,14,"poplowland",42,48,415.824919110253,172.303684915106,403.778783194418,277.508305864628,243.521234195147,3.36820421132088,0.00112415720290992,74.0419530008533,0.00144137360224145
6,15,"poplow",42,48,230.761904761905,140.020833333333,136.595327121411,92.9244693476702,90.7410714285714,3.72324697553212,0.000346383079217502,24.973468644054,0.000467224333909564
6,16,"buywater",42,47,0.750679477871883,0.732490491835361,0.233284780508136,0.309959954889007,0.0181889860365226,0.309821342709353,0.757437710452802,0.0577982354057791,0.75373594552445
6,17,"lbuycrop",42,47,0.220035811076828,0.415616144426167,0.156465580371675,0.5439837710965,-0.195580333349339,-2.24723941801458,0.0271546415508629,0.0829814952379002,0.0206463665885566
6,18,"lbuyland",42,46,0.465606093672769,1.45338428698723,0.334450381523445,2.32301538481315,-0.987778193314461,-2.72866255882119,0.00770987022805293,0.346542905929185,0.00545161148411539
6,19,"sellwater",42,47,0.115338388919121,0.0623429151291543,0.11606935274185,0.106700449954903,0.0529954737899665,2.24417993739478,0.027358603847524,0.0237245691868635,0.0280324884908624
6,20,"lsellcrop",42,47,0.0310495283809446,0.0162775588241663,0.0398238098569822,0.0300953126495795,0.0147719695567783,1.98664905531956,0.0501082476955281,0.00755003817243238,0.053572155520381
6,21,"lsellland",42,46,0.0622659513194646,0.0429604179225862,0.0647132770479183,0.0773431154275011,0.0193055333968784,1.26336547937024,0.209872095672798,0.0151582763707641,0.206198504239947
6,22,"ownpump",42,47,0.228980404191783,0.0904620613189454,0.165772524150095,0.134606615272115,0.138518342872838,4.34608567159051,3.74339438738456e-05,0.0322394756195066,4.45993195579756e-05
6,23,"lowncrop",42,47,0.0559556425793008,0.0238355420321781,0.0565654373460382,0.0337733311308916,0.0321201005471227,3.29240904378735,0.00143676320273526,0.0100188040385973,0.00187659010678656
6,24,"lownland",42,46,0.112145327408576,0.0649497356043076,0.0892611521487725,0.0917070246638286,0.0471955918042687,2.4421874519475,0.016646062759675,0.0193004765775078,0.0164882858457852
